probe	split	modality	row	dim_0	dim_1	dim_2	dim_3	dim_4	dim_5	dim_6	dim_7	dim_8	dim_9	dim_10	dim_11	dim_12	dim_13	dim_14	dim_15
oracle_true_z_bio	train	rna	10	-0.44405433535575867	-0.08833137899637222	0.12758560478687286	0.6874678730964661	-0.07320427894592285	0.8244666457176208	-0.3952164947986603	0.187926784157753	0.5897324085235596	0.14616990089416504	-0.5105138421058655	-0.5311984419822693	-0.2664646506309509	0.07041888684034348	-0.7896154522895813	-0.2337181121110916
oracle_true_z_bio	train	rna	11	-0.5218722224235535	-0.13148202002048492	0.08848551660776138	0.5810686349868774	-0.12237781286239624	0.8136980533599854	-0.30362269282341003	0.22853946685791016	0.5665714740753174	0.10662903636693954	-0.5251620411872864	-0.4654633700847626	-0.2601267397403717	0.11143011599779129	-0.8288660049438477	-0.23931646347045898
oracle_true_z_bio	train	rna	12	0.8020575642585754	0.41188228130340576	0.6605119705200195	-0.5193526744842529	-0.22584235668182373	0.5891059637069702	0.3957118093967438	0.8678844571113586	-0.20763720571994781	-0.469928115606308	-0.8580691814422607	-0.4036586284637451	-1.7220975160598755	-0.675577700138092	-0.13790665566921234	-0.6485740542411804
oracle_true_z_bio	train	rna	13	0.7881174087524414	0.42364993691444397	0.6283158659934998	-0.5448837280273438	-0.23051321506500244	0.5600144863128662	0.3923969268798828	0.8486374020576477	-0.24751631915569305	-0.4784495532512665	-0.8564095497131348	-0.3619033396244049	-1.6862651109695435	-0.6887912154197693	-0.2221137434244156	-0.7309886813163757
oracle_true_z_bio	train	rna	14	0.27774056792259216	0.3794443607330322	0.2475547045469284	0.1694619059562683	-0.10214225202798843	1.0263909101486206	-0.8945702910423279	0.3907162845134735	0.6611700654029846	0.39721277356147766	-1.0319852828979492	-0.7415688037872314	-0.44073155522346497	-0.3532300889492035	-0.09329391270875931	-0.4993725121021271
oracle_true_z_bio	train	rna	15	0.2791632413864136	0.41218432784080505	0.2492637038230896	0.16095000505447388	-0.1213373914361	1.0980055332183838	-0.8513095378875732	0.38635122776031494	0.72638338804245	0.3779914379119873	-0.9954395294189453	-0.7490956783294678	-0.4432997703552246	-0.33703508973121643	-0.08538445085287094	-0.4591505229473114
oracle_true_z_bio	train	rna	16	0.03532089293003082	-0.1735982447862625	0.3431116044521332	0.15237732231616974	-0.306380957365036	0.3242897689342499	0.8288430571556091	0.6862738728523254	-0.3913034498691559	-0.7551500201225281	-0.5490243434906006	0.1065642312169075	-1.5349417924880981	-0.08484622091054916	-0.7996580600738525	-0.481818825006485
oracle_true_z_bio	train	rna	17	-0.004572197794914246	-0.17564617097377777	0.3637739419937134	0.04745427891612053	-0.29471060633659363	0.3146459758281708	0.7996094822883606	0.6496741771697998	-0.3712523281574249	-0.6929080486297607	-0.6163886189460754	0.17740406095981598	-1.4851022958755493	-0.10270703583955765	-0.7628708481788635	-0.4665418565273285
oracle_true_z_bio	train	rna	18	-0.2357487678527832	-0.18521244823932648	0.2616237998008728	0.8561335206031799	-0.19064025580883026	0.841447114944458	-0.4723323583602905	0.2767854630947113	0.5473820567131042	-0.0069923135451972485	-0.6412237286567688	-0.5849974751472473	-0.18775415420532227	0.03154584392905235	-0.6585947871208191	-0.3085954785346985
oracle_true_z_bio	train	rna	19	-0.2916452884674072	-0.19366081058979034	0.21930421888828278	0.8235707879066467	-0.23695780336856842	0.7947537302970886	-0.4914901554584503	0.28598567843437195	0.5487720370292664	0.00697644567117095	-0.5847302675247192	-0.5571322441101074	-0.18508172035217285	0.10308875888586044	-0.6247060298919678	-0.2879906892776489
oracle_true_z_bio	train	rna	20	0.12044314295053482	-0.2456578016281128	0.9040806889533997	0.6016021370887756	-0.0788203552365303	-0.4985447824001312	0.8719322681427002	0.8914042115211487	0.07523966580629349	-0.9944724440574646	0.20788204669952393	-0.4269700348377228	-1.750862717628479	0.2601148188114166	-0.7809337973594666	0.3737441599369049
oracle_true_z_bio	train	rna	21	0.1401692032814026	-0.30487921833992004	0.9246964454650879	0.646045982837677	-0.031892936676740646	-0.5159706473350525	0.9079143404960632	0.9747056365013123	0.04599496349692345	-1.0214738845825195	0.08094558119773865	-0.3705017566680908	-1.7000943422317505	0.32630565762519836	-0.6945641040802002	0.3692852556705475
oracle_true_z_bio	train	rna	22	-0.1376219242811203	-0.301344633102417	0.8964894413948059	1.3621597290039062	0.07037355750799179	-0.004883605521172285	-0.44562089443206787	0.5615183115005493	0.972083330154419	-0.249381422996521	0.0964931771159172	-1.0505762100219727	-0.5609056949615479	0.5217333436012268	-0.6116736531257629	0.5058174729347229
oracle_true_z_bio	train	rna	23	-0.13271310925483704	-0.28002041578292847	0.8558247685432434	1.2804652452468872	0.08369072526693344	-0.05636022612452507	-0.454039603471756	0.5313458442687988	0.9442505836486816	-0.2505059242248535	0.07588400691747665	-1.0251715183258057	-0.48554468154907227	0.4712260067462921	-0.6577804088592529	0.5681412816047668
oracle_true_z_bio	train	rna	24	0.0467277355492115	-0.1366850584745407	0.30246666073799133	0.030163561925292015	-0.43134772777557373	0.3449822962284088	0.8616740703582764	0.6169183254241943	-0.5157609581947327	-0.7980947494506836	-0.42417049407958984	-0.061708252876996994	-1.55201256275177	-0.1371915191411972	-0.9426515698432922	-0.6638273596763611
oracle_true_z_bio	train	rna	25	0.10222924500703812	-0.12387189269065857	0.24122077226638794	0.08766966313123703	-0.4293731153011322	0.329046368598938	0.7981348633766174	0.6019262671470642	-0.4968351125717163	-0.8324689269065857	-0.3921459913253784	-0.11537573486566544	-1.5034860372543335	-0.22117097675800323	-0.9234383702278137	-0.673109233379364
oracle_true_z_bio	train	rna	26	-0.3797188997268677	-0.057719986885786057	0.2701086103916168	0.8597734570503235	-0.14641375839710236	0.9007416367530823	-0.43939706683158875	0.2205495834350586	0.5726780295372009	0.008651494979858398	-0.5120682120323181	-0.3716197907924652	-0.3260333836078644	-0.010371713899075985	-0.6890740394592285	-0.12877921760082245
oracle_true_z_bio	train	rna	27	-0.40434274077415466	-0.04797081649303436	0.3075360953807831	0.8280943036079407	-0.15453709661960602	0.9621630311012268	-0.44333383440971375	0.2734098434448242	0.5916182398796082	0.04041402414441109	-0.5699543952941895	-0.3276612162590027	-0.3371466100215912	-0.0006779904360882938	-0.6697620749473572	-0.0803917944431305
oracle_true_z_bio	train	rna	28	0.22383899986743927	-0.3883352279663086	0.12470122426748276	-0.41594401001930237	-0.9113767743110657	0.5658602118492126	1.0166338682174683	1.1423457860946655	-0.8041645884513855	-0.24958467483520508	-0.5226508975028992	0.5703220963478088	-1.6956278085708618	-0.4060617685317993	-0.8407432436943054	-0.22366653382778168
oracle_true_z_bio	train	rna	29	0.22704167664051056	-0.358187198638916	0.1768040806055069	-0.4079163372516632	-0.9253489971160889	0.583303689956665	1.0318251848220825	1.0996321439743042	-0.8158864974975586	-0.24521715939044952	-0.4977011978626251	0.5152307152748108	-1.6958144903182983	-0.4536537826061249	-0.8206556439399719	-0.2394431233406067
oracle_true_z_bio	train	rna	30	-0.3327150344848633	-0.3498172461986542	0.1440669298171997	0.42937615513801575	-0.6311379075050354	1.188018798828125	-0.22649681568145752	0.7657584547996521	0.310653418302536	0.7420507073402405	-0.7129631638526917	0.2944413423538208	-0.4364464282989502	-0.31338435411453247	-0.6494570374488831	0.3601424992084503
oracle_true_z_bio	train	rna	31	-0.2931579351425171	-0.3014415204524994	0.11752670258283615	0.3805610239505768	-0.6831905841827393	1.207961082458496	-0.20394085347652435	0.7591243386268616	0.24612140655517578	0.6946150660514832	-0.6350857019424438	0.2807060778141022	-0.5004892349243164	-0.315939337015152	-0.6002776622772217	0.33558425307273865
oracle_true_z_bio	train	image	0	0.11230931431055069	-0.08941888064146042	0.4471231997013092	0.07961482554674149	-0.3151206374168396	0.2642368972301483	0.8568676114082336	0.5871608257293701	-0.4492526352405548	-0.8344404101371765	-0.4077979326248169	0.038111548870801926	-1.4990978240966797	-0.15030430257320404	-0.8272438049316406	-0.4663684070110321
oracle_true_z_bio	train	image	1	0.07910801470279694	-0.12729176878929138	0.43658247590065	0.07820016145706177	-0.3268352746963501	0.22490756213665009	0.9005511403083801	0.6348816752433777	-0.4227527379989624	-0.8008528351783752	-0.4167962074279785	0.004836526233702898	-1.5222822427749634	-0.11572962999343872	-0.8202840685844421	-0.4792051315307617
oracle_true_z_bio	train	image	2	-0.3791900873184204	-0.2007070779800415	0.2813225984573364	0.6671295166015625	-0.07434866577386856	0.9416665434837341	-0.3807952105998993	0.32407763600349426	0.5985832810401917	0.09126482158899307	-0.5246897339820862	-0.6231120824813843	-0.26372525095939636	0.12319532781839371	-0.5920491218566895	-0.09318047016859055
oracle_true_z_bio	train	image	3	-0.34289464354515076	-0.17643727362155914	0.2211446911096573	0.6771633625030518	-0.08274903893470764	0.8668537735939026	-0.40750715136528015	0.21967460215091705	0.6102843284606934	0.02582145296037197	-0.5223463773727417	-0.5811933279037476	-0.35187315940856934	0.15552851557731628	-0.6833030581474304	-0.13154634833335876
oracle_true_z_bio	train	image	4	0.13588684797286987	-0.12382993847131729	0.4549206793308258	0.03723054751753807	-0.3481413424015045	0.25816646218299866	0.8471968770027161	0.6444846987724304	-0.463366836309433	-0.8197911381721497	-0.4363414943218231	-0.034221552312374115	-1.4392343759536743	-0.1390129178762436	-0.8512354493141174	-0.46250057220458984
oracle_true_z_bio	train	image	5	0.08010902255773544	-0.05064396187663078	0.4609973728656769	0.061192382127046585	-0.35680797696113586	0.22036516666412354	0.8381378054618835	0.6233225464820862	-0.4370086193084717	-0.8532619476318359	-0.4762347936630249	0.04439707100391388	-1.5293302536010742	-0.1878775805234909	-0.7733424305915833	-0.4685070216655731
oracle_true_z_bio	train	image	6	-0.34917569160461426	-0.2588239908218384	0.27550265192985535	0.728537380695343	-0.07250940054655075	0.9029513001441956	-0.4678800106048584	0.2719391882419586	0.5981356501579285	0.031128516420722008	-0.49570223689079285	-0.5804293155670166	-0.2730045020580292	0.14424946904182434	-0.6878595352172852	-0.15049058198928833
oracle_true_z_bio	train	image	7	-0.35754695534706116	-0.18171514570713043	0.2178998589515686	0.7026945948600769	-0.09701099246740341	0.854699432849884	-0.4421859681606293	0.23310315608978271	0.5724959969520569	-0.007641546428203583	-0.4040757715702057	-0.5800999999046326	-0.2908218204975128	0.10217700153589249	-0.6441114544868469	-0.09235251694917679
oracle_true_z_bio	train	image	8	0.043308939784765244	-0.04365885257720947	0.508368968963623	-0.010564719326794147	-0.25724074244499207	0.28874680399894714	0.9069913029670715	0.7372902035713196	-0.3738262355327606	-0.7458252310752869	-0.4268307387828827	-0.12928493320941925	-1.5183734893798828	-0.26325124502182007	-0.9277799725532532	-0.45215511322021484
oracle_true_z_bio	train	image	9	0.0656818225979805	-0.08514665812253952	0.40018388628959656	0.03403953090310097	-0.24072523415088654	0.29483354091644287	0.9259262681007385	0.7007272839546204	-0.3626239001750946	-0.7722980380058289	-0.3872048854827881	-0.01913752779364586	-1.5197539329528809	-0.22216849029064178	-0.9708840847015381	-0.4446214735507965
oracle_true_z_bio	train	image	10	-0.44405433535575867	-0.08833137899637222	0.12758560478687286	0.6874678730964661	-0.07320427894592285	0.8244666457176208	-0.3952164947986603	0.187926784157753	0.5897324085235596	0.14616990089416504	-0.5105138421058655	-0.5311984419822693	-0.2664646506309509	0.07041888684034348	-0.7896154522895813	-0.2337181121110916
oracle_true_z_bio	train	image	11	-0.5218722224235535	-0.13148202002048492	0.08848551660776138	0.5810686349868774	-0.12237781286239624	0.8136980533599854	-0.30362269282341003	0.22853946685791016	0.5665714740753174	0.10662903636693954	-0.5251620411872864	-0.4654633700847626	-0.2601267397403717	0.11143011599779129	-0.8288660049438477	-0.23931646347045898
oracle_true_z_bio	train	image	12	0.8020575642585754	0.41188228130340576	0.6605119705200195	-0.5193526744842529	-0.22584235668182373	0.5891059637069702	0.3957118093967438	0.8678844571113586	-0.20763720571994781	-0.469928115606308	-0.8580691814422607	-0.4036586284637451	-1.7220975160598755	-0.675577700138092	-0.13790665566921234	-0.6485740542411804
oracle_true_z_bio	train	image	13	0.7881174087524414	0.42364993691444397	0.6283158659934998	-0.5448837280273438	-0.23051321506500244	0.5600144863128662	0.3923969268798828	0.8486374020576477	-0.24751631915569305	-0.4784495532512665	-0.8564095497131348	-0.3619033396244049	-1.6862651109695435	-0.6887912154197693	-0.2221137434244156	-0.7309886813163757
oracle_true_z_bio	train	image	14	0.27774056792259216	0.3794443607330322	0.2475547045469284	0.1694619059562683	-0.10214225202798843	1.0263909101486206	-0.8945702910423279	0.3907162845134735	0.6611700654029846	0.39721277356147766	-1.0319852828979492	-0.7415688037872314	-0.44073155522346497	-0.3532300889492035	-0.09329391270875931	-0.4993725121021271
oracle_true_z_bio	train	image	15	0.2791632413864136	0.41218432784080505	0.2492637038230896	0.16095000505447388	-0.1213373914361	1.0980055332183838	-0.8513095378875732	0.38635122776031494	0.72638338804245	0.3779914379119873	-0.9954395294189453	-0.7490956783294678	-0.4432997703552246	-0.33703508973121643	-0.08538445085287094	-0.4591505229473114
oracle_true_z_bio	train	image	16	0.03532089293003082	-0.1735982447862625	0.3431116044521332	0.15237732231616974	-0.306380957365036	0.3242897689342499	0.8288430571556091	0.6862738728523254	-0.3913034498691559	-0.7551500201225281	-0.5490243434906006	0.1065642312169075	-1.5349417924880981	-0.08484622091054916	-0.7996580600738525	-0.481818825006485
oracle_true_z_bio	train	image	17	-0.004572197794914246	-0.17564617097377777	0.3637739419937134	0.04745427891612053	-0.29471060633659363	0.3146459758281708	0.7996094822883606	0.6496741771697998	-0.3712523281574249	-0.6929080486297607	-0.6163886189460754	0.17740406095981598	-1.4851022958755493	-0.10270703583955765	-0.7628708481788635	-0.4665418565273285
oracle_true_z_bio	train	image	18	-0.2357487678527832	-0.18521244823932648	0.2616237998008728	0.8561335206031799	-0.19064025580883026	0.841447114944458	-0.4723323583602905	0.2767854630947113	0.5473820567131042	-0.0069923135451972485	-0.6412237286567688	-0.5849974751472473	-0.18775415420532227	0.03154584392905235	-0.6585947871208191	-0.3085954785346985
oracle_true_z_bio	train	image	19	-0.2916452884674072	-0.19366081058979034	0.21930421888828278	0.8235707879066467	-0.23695780336856842	0.7947537302970886	-0.4914901554584503	0.28598567843437195	0.5487720370292664	0.00697644567117095	-0.5847302675247192	-0.5571322441101074	-0.18508172035217285	0.10308875888586044	-0.6247060298919678	-0.2879906892776489
oracle_true_z_bio	train	image	20	0.12044314295053482	-0.2456578016281128	0.9040806889533997	0.6016021370887756	-0.0788203552365303	-0.4985447824001312	0.8719322681427002	0.8914042115211487	0.07523966580629349	-0.9944724440574646	0.20788204669952393	-0.4269700348377228	-1.750862717628479	0.2601148188114166	-0.7809337973594666	0.3737441599369049
oracle_true_z_bio	train	image	21	0.1401692032814026	-0.30487921833992004	0.9246964454650879	0.646045982837677	-0.031892936676740646	-0.5159706473350525	0.9079143404960632	0.9747056365013123	0.04599496349692345	-1.0214738845825195	0.08094558119773865	-0.3705017566680908	-1.7000943422317505	0.32630565762519836	-0.6945641040802002	0.3692852556705475
oracle_true_z_bio	train	image	22	-0.1376219242811203	-0.301344633102417	0.8964894413948059	1.3621597290039062	0.07037355750799179	-0.004883605521172285	-0.44562089443206787	0.5615183115005493	0.972083330154419	-0.249381422996521	0.0964931771159172	-1.0505762100219727	-0.5609056949615479	0.5217333436012268	-0.6116736531257629	0.5058174729347229
oracle_true_z_bio	train	image	23	-0.13271310925483704	-0.28002041578292847	0.8558247685432434	1.2804652452468872	0.08369072526693344	-0.05636022612452507	-0.454039603471756	0.5313458442687988	0.9442505836486816	-0.2505059242248535	0.07588400691747665	-1.0251715183258057	-0.48554468154907227	0.4712260067462921	-0.6577804088592529	0.5681412816047668
oracle_true_z_bio	train	image	24	0.0467277355492115	-0.1366850584745407	0.30246666073799133	0.030163561925292015	-0.43134772777557373	0.3449822962284088	0.8616740703582764	0.6169183254241943	-0.5157609581947327	-0.7980947494506836	-0.42417049407958984	-0.061708252876996994	-1.55201256275177	-0.1371915191411972	-0.9426515698432922	-0.6638273596763611
oracle_true_z_bio	train	image	25	0.10222924500703812	-0.12387189269065857	0.24122077226638794	0.08766966313123703	-0.4293731153011322	0.329046368598938	0.7981348633766174	0.6019262671470642	-0.4968351125717163	-0.8324689269065857	-0.3921459913253784	-0.11537573486566544	-1.5034860372543335	-0.22117097675800323	-0.9234383702278137	-0.673109233379364
oracle_true_z_bio	train	image	26	-0.3797188997268677	-0.057719986885786057	0.2701086103916168	0.8597734570503235	-0.14641375839710236	0.9007416367530823	-0.43939706683158875	0.2205495834350586	0.5726780295372009	0.008651494979858398	-0.5120682120323181	-0.3716197907924652	-0.3260333836078644	-0.010371713899075985	-0.6890740394592285	-0.12877921760082245
oracle_true_z_bio	train	image	27	-0.40434274077415466	-0.04797081649303436	0.3075360953807831	0.8280943036079407	-0.15453709661960602	0.9621630311012268	-0.44333383440971375	0.2734098434448242	0.5916182398796082	0.04041402414441109	-0.5699543952941895	-0.3276612162590027	-0.3371466100215912	-0.0006779904360882938	-0.6697620749473572	-0.0803917944431305
oracle_true_z_bio	train	image	28	0.22383899986743927	-0.3883352279663086	0.12470122426748276	-0.41594401001930237	-0.9113767743110657	0.5658602118492126	1.0166338682174683	1.1423457860946655	-0.8041645884513855	-0.24958467483520508	-0.5226508975028992	0.5703220963478088	-1.6956278085708618	-0.4060617685317993	-0.8407432436943054	-0.22366653382778168
oracle_true_z_bio	train	image	29	0.22704167664051056	-0.358187198638916	0.1768040806055069	-0.4079163372516632	-0.9253489971160889	0.583303689956665	1.0318251848220825	1.0996321439743042	-0.8158864974975586	-0.24521715939044952	-0.4977011978626251	0.5152307152748108	-1.6958144903182983	-0.4536537826061249	-0.8206556439399719	-0.2394431233406067
oracle_true_z_bio	train	image	30	-0.3327150344848633	-0.3498172461986542	0.1440669298171997	0.42937615513801575	-0.6311379075050354	1.188018798828125	-0.22649681568145752	0.7657584547996521	0.310653418302536	0.7420507073402405	-0.7129631638526917	0.2944413423538208	-0.4364464282989502	-0.31338435411453247	-0.6494570374488831	0.3601424992084503
oracle_true_z_bio	train	image	31	-0.2931579351425171	-0.3014415204524994	0.11752670258283615	0.3805610239505768	-0.6831905841827393	1.207961082458496	-0.20394085347652435	0.7591243386268616	0.24612140655517578	0.6946150660514832	-0.6350857019424438	0.2807060778141022	-0.5004892349243164	-0.315939337015152	-0.6002776622772217	0.33558425307273865
oracle_true_z_bio	val	rna	0	0.13043519854545593	-0.2183353751897812	0.33495262265205383	0.13004381954669952	-0.27820906043052673	0.2155720591545105	0.8126997947692871	0.511050820350647	-0.44528821110725403	-0.7959874868392944	-0.35133224725723267	-0.004357822705060244	-1.5565731525421143	-0.06288184225559235	-0.8187772631645203	-0.46680742502212524
oracle_true_z_bio	val	rna	1	0.1830064356327057	0.12165902554988861	0.3497011363506317	0.07596616446971893	-0.4067170321941376	0.31800204515457153	0.8035193681716919	0.7487172484397888	-0.50615394115448	-0.6258476972579956	-0.354303240776062	0.02715698443353176	-1.5108338594436646	-0.26796960830688477	-0.9349663257598877	-0.48452723026275635
oracle_true_z_bio	val	rna	2	-0.31593602895736694	-0.15973995625972748	0.3249049782752991	0.620235800743103	0.04146889969706535	0.9553229212760925	-0.6365385055541992	0.23959386348724365	0.6140255331993103	0.08301549404859543	-0.6169196963310242	-0.5728082656860352	-0.19629520177841187	0.1014757826924324	-0.5801553726196289	-0.07576977461576462
oracle_true_z_bio	val	rna	3	-0.2183113843202591	-0.17198002338409424	0.1820068359375	0.6864138841629028	0.02582300640642643	0.8882299661636353	-0.48664313554763794	0.17646406590938568	0.6148554682731628	0.06458525359630585	-0.4837588369846344	-0.5598545074462891	-0.40392208099365234	0.07823654264211655	-0.6401298642158508	-0.09273094683885574
oracle_true_z_bio	val	rna	4	0.14676718413829803	-0.11515302956104279	0.5516151785850525	-0.09030094742774963	-0.450948566198349	0.19997245073318481	0.7798633575439453	0.6231794357299805	-0.4762527346611023	-0.9745447635650635	-0.39648115634918213	0.11569242179393768	-1.5935404300689697	-0.2221520096063614	-0.7063035368919373	-0.5525704026222229
oracle_true_z_bio	val	rna	5	-0.011765604838728905	-0.04068438708782196	0.37077218294143677	0.19724690914154053	-0.29498761892318726	0.16261519491672516	0.8063511848449707	0.6405951380729675	-0.47405290603637695	-0.8448830842971802	-0.47251051664352417	0.06348111480474472	-1.4324854612350464	-0.26607072353363037	-0.8087575435638428	-0.5078110098838806
oracle_true_z_bio	val	rna	6	-0.2825968563556671	-0.21226514875888824	0.31842041015625	0.6131712198257446	-0.13216814398765564	0.8855835199356079	-0.41349396109580994	0.2914668917655945	0.6086974740028381	0.2628631889820099	-0.4474683701992035	-0.5999853014945984	-0.4653085768222809	0.13006959855556488	-0.7806640267372131	-0.08632248640060425
oracle_true_z_bio	val	rna	7	-0.39551958441734314	-0.2025918960571289	0.34242120385169983	0.594441831111908	-0.04287714883685112	1.0007067918777466	-0.5410168766975403	0.19685004651546478	0.5315091609954834	0.01047386135905981	-0.5285885334014893	-0.7273753881454468	-0.22810465097427368	0.23654378950595856	-0.611322820186615	-0.11930668354034424
oracle_true_z_bio	val	rna	8	0.11299153417348862	0.06522088497877121	0.43286022543907166	0.02671433798968792	-0.24510344862937927	0.3835528790950775	0.8632685542106628	0.7015584111213684	-0.40426334738731384	-0.6475912928581238	-0.35199278593063354	-0.022025013342499733	-1.6649326086044312	-0.2993756830692291	-0.9618338346481323	-0.39392325282096863
oracle_true_z_bio	val	rna	9	0.04838784411549568	-0.1749550700187683	0.43974629044532776	-0.030477873980998993	-0.31504759192466736	0.170383021235466	1.0012656450271606	0.6544110774993896	-0.41839537024497986	-0.6084914207458496	-0.4638780653476715	-0.11483379453420639	-1.652361512184143	-0.24049171805381775	-0.744544267654419	-0.6229888200759888
oracle_true_z_bio	val	rna	10	-0.4349713921546936	-0.13101264834403992	0.12332656979560852	0.627016007900238	-0.10410582274198532	0.8051037192344666	-0.31572988629341125	0.14302560687065125	0.4412212669849396	0.16964872181415558	-0.70182865858078	-0.5411538481712341	-0.35706081986427307	0.17111308872699738	-0.8619148135185242	-0.20022208988666534
oracle_true_z_bio	val	rna	11	-0.39808279275894165	-0.21944978833198547	0.11157069355249405	0.6624234318733215	-0.06754553318023682	0.7367427945137024	-0.337899386882782	0.21941278874874115	0.5831663012504578	0.09753608703613281	-0.5113323330879211	-0.3900793194770813	-0.10750259459018707	0.15967096388339996	-0.7799426913261414	-0.26483389735221863
oracle_true_z_bio	val	rna	12	0.6345128417015076	0.49075374007225037	0.4655708968639374	-0.34218233823776245	-0.16971582174301147	0.511535108089447	0.5067928433418274	0.872161328792572	-0.27547499537467957	-0.5662951469421387	-0.9173689484596252	-0.3721930980682373	-1.6622182130813599	-0.6972554326057434	-0.19959422945976257	-0.7169711589813232
oracle_true_z_bio	val	rna	13	0.7306036353111267	0.4159775376319885	0.7454900741577148	-0.524894118309021	-0.2386045753955841	0.5997822284698486	0.4640522301197052	0.8398771286010742	-0.37759917974472046	-0.5331471562385559	-0.9639689922332764	-0.2938847243785858	-1.6772328615188599	-0.6469170451164246	-0.1744987517595291	-0.6682389974594116
oracle_true_z_bio	val	rna	14	0.21445202827453613	0.3611769676208496	0.2846439480781555	0.1231442391872406	-0.10375534743070602	1.2027678489685059	-1.0365575551986694	0.4524911642074585	0.7460246682167053	0.45856592059135437	-1.0905133485794067	-0.8789778351783752	-0.564052402973175	-0.26909926533699036	-0.21495118737220764	-0.474254846572876
oracle_true_z_bio	val	rna	15	0.18030233681201935	0.4901812672615051	0.24124029278755188	0.1425822377204895	-0.1548823118209839	1.010571837425232	-0.8186908960342407	0.32273587584495544	0.6463478803634644	0.25678393244743347	-0.978274941444397	-0.7192192077636719	-0.43200385570526123	-0.44377946853637695	-0.17426812648773193	-0.49934151768684387
oracle_true_z_bio	val	rna	16	0.07217737287282944	-0.2386426478624344	0.3319410979747772	0.03908148780465126	-0.3436617851257324	0.362628310918808	0.8144749402999878	0.7263831496238708	-0.37487155199050903	-0.6824147701263428	-0.6479291915893555	0.14796513319015503	-1.4724200963974	-0.09210982173681259	-0.7905356884002686	-0.47790923714637756
