cell_id	condition_id	condition_key	bag_key	perturbation	perturbation_id	perturbation_type_id	dose	cell_line	cell_line_id	batch	batch_id	time	split
synth_batch_confound_lite_cell_000018	1	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=1	perturbation_0	0	0	0.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000019	1	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=1	perturbation_0	0	0	0.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000020	1	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=1	perturbation_0	0	0	0.0	cell_line_0	0	batch_1	1	0.0	val
synth_batch_confound_lite_cell_000021	1	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=1	perturbation_0	0	0	0.0	cell_line_0	0	batch_1	1	0.0	val
synth_batch_confound_lite_cell_000022	1	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=1	perturbation_0	0	0	0.0	cell_line_0	0	batch_1	1	0.0	test
synth_batch_confound_lite_cell_000023	1	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=1	perturbation_0	0	0	0.0	cell_line_0	0	batch_1	1	0.0	test
synth_batch_confound_lite_cell_000024	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000025	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000026	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000027	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000028	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000029	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000030	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000031	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000032	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	val
synth_batch_confound_lite_cell_000033	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	val
synth_batch_confound_lite_cell_000034	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	test
synth_batch_confound_lite_cell_000035	2	pert=0|dose=0|cell=0	pert=0|dose=0|cell=0|batch=2	perturbation_0	0	0	0.0	cell_line_0	0	batch_2	2	0.0	test
synth_batch_confound_lite_cell_000036	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000037	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000038	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000039	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000040	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000041	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000042	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000043	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000044	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	val
synth_batch_confound_lite_cell_000045	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	val
synth_batch_confound_lite_cell_000046	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	test
synth_batch_confound_lite_cell_000047	3	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=0	perturbation_0	0	0	1.0	cell_line_0	0	batch_0	0	0.0	test
synth_batch_confound_lite_cell_000048	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000049	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000050	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000051	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000052	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000053	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000054	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000055	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000056	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	val
synth_batch_confound_lite_cell_000057	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	val
synth_batch_confound_lite_cell_000058	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	test
synth_batch_confound_lite_cell_000059	4	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=1	perturbation_0	0	0	1.0	cell_line_0	0	batch_1	1	0.0	test
synth_batch_confound_lite_cell_000060	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000061	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000062	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000063	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000064	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000065	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000066	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000067	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000068	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	val
synth_batch_confound_lite_cell_000069	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	val
synth_batch_confound_lite_cell_000070	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	test
synth_batch_confound_lite_cell_000071	5	pert=0|dose=1|cell=0	pert=0|dose=1|cell=0|batch=2	perturbation_0	0	0	1.0	cell_line_0	0	batch_2	2	0.0	test
synth_batch_confound_lite_cell_000072	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000073	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000074	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000075	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000076	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000077	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000078	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000079	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000080	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	val
synth_batch_confound_lite_cell_000081	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	val
synth_batch_confound_lite_cell_000082	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	test
synth_batch_confound_lite_cell_000083	6	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=0	perturbation_0	0	0	3.0	cell_line_0	0	batch_0	0	0.0	test
synth_batch_confound_lite_cell_000084	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000085	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000086	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000087	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000088	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000089	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000090	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000091	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000092	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	val
synth_batch_confound_lite_cell_000093	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	val
synth_batch_confound_lite_cell_000094	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	test
synth_batch_confound_lite_cell_000095	7	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=1	perturbation_0	0	0	3.0	cell_line_0	0	batch_1	1	0.0	test
synth_batch_confound_lite_cell_000096	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000097	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000098	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000099	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000100	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000101	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000102	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000103	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000104	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	val
synth_batch_confound_lite_cell_000105	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	val
synth_batch_confound_lite_cell_000106	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	test
synth_batch_confound_lite_cell_000107	8	pert=0|dose=3|cell=0	pert=0|dose=3|cell=0|batch=2	perturbation_0	0	0	3.0	cell_line_0	0	batch_2	2	0.0	test
synth_batch_confound_lite_cell_000108	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000109	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000110	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000111	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000112	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000113	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000114	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000115	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000116	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	val
synth_batch_confound_lite_cell_000117	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	val
synth_batch_confound_lite_cell_000118	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	test
synth_batch_confound_lite_cell_000119	9	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=0	perturbation_0	0	0	0.0	cell_line_1	1	batch_0	0	0.0	test
synth_batch_confound_lite_cell_000120	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000121	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000122	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000123	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000124	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000125	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000126	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000127	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	train
synth_batch_confound_lite_cell_000128	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	val
synth_batch_confound_lite_cell_000129	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	val
synth_batch_confound_lite_cell_000130	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	test
synth_batch_confound_lite_cell_000131	10	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=1	perturbation_0	0	0	0.0	cell_line_1	1	batch_1	1	0.0	test
synth_batch_confound_lite_cell_000132	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000133	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000134	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000135	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000136	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000137	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000138	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000139	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	train
synth_batch_confound_lite_cell_000140	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	val
synth_batch_confound_lite_cell_000141	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	val
synth_batch_confound_lite_cell_000142	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	test
synth_batch_confound_lite_cell_000143	11	pert=0|dose=0|cell=1	pert=0|dose=0|cell=1|batch=2	perturbation_0	0	0	0.0	cell_line_1	1	batch_2	2	0.0	test
synth_batch_confound_lite_cell_000144	12	pert=0|dose=1|cell=1	pert=0|dose=1|cell=1|batch=0	perturbation_0	0	0	1.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000145	12	pert=0|dose=1|cell=1	pert=0|dose=1|cell=1|batch=0	perturbation_0	0	0	1.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000146	12	pert=0|dose=1|cell=1	pert=0|dose=1|cell=1|batch=0	perturbation_0	0	0	1.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000147	12	pert=0|dose=1|cell=1	pert=0|dose=1|cell=1|batch=0	perturbation_0	0	0	1.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000148	12	pert=0|dose=1|cell=1	pert=0|dose=1|cell=1|batch=0	perturbation_0	0	0	1.0	cell_line_1	1	batch_0	0	0.0	train
synth_batch_confound_lite_cell_000149	12	pert=0|dose=1|cell=1	pert=0|dose=1|cell=1|batch=0	perturbation_0	0	0	1.0	cell_line_1	1	batch_0	0	0.0	train
